0,0525
0,055
0,05875
0,06125
0,0625
0,05875
0,06375
0,0675
0,07
0,07125
0,07125
0,07
0,0775
0,085
0,08125
0,09
0,0725
0,07375
0,075
0,07375
0,07875
0,065
0,07125
0,0725
0,075
0,07375
0,09125
0,08375
0,07375
0,10125
0,07625
0,07625
0,07625
0,0775
0,0825
0,06625
0,0525
0,07625
0,0725
0,0775
0,07875
0,09875
0,09375
0,08
0,0775
0,07875
0,0775
0,08
0,085
0,07875
0,06625
0,06875
0,08125
0,08125
0,07875
0,0875
0,09
0,0825
0,08125
0,08125
0,08875
0,08375
0,095
0,08875
0,0825
0,09625
0,0875
0,08
0,09875
0,07375
0,09375
0,08375
0,0825
0,08
0,08875
0,0825
0,08375
0,1075
0,08375
0,08625
0,085
0,0875
0,085
0,10625
0,07375
0,08375
0,0925
0,08875
0,08875
0,08625
0,09125
0,085
0,07875
0,08875
0,08875
0,09375
0,08875
0,07
0,095
0,11125
0,09
0,09125
0,09
0,09
0,07
0,09375
0,0725
0,095
0,0875
0,0925
0,09125
0,0925
0,095
0,10625
0,08125
0,09625
0,09625
0,0925
0,09375
0,09875
0,08125
0,08875
0,0925
0,095
0,09375
0,11375
0,0925
0,09875
0,09375
0,09375
0,09625
0,11
0,0775
0,1025
0,0925
0,0975
0,10375
0,09875
0,08
0,10125
0,075
0,0975
0,11
0,0975
0,09875
0,085
0,08125
0,09875
0,09875
0,0925
0,1
0,1
0,1
0,10125
0,10375
0,10875
0,10625
0,0975
0,1025
0,10125
0,1075
0,13
0,1125
0,1025
0,1025
0,1025
0,10375
0,10625
0,1075
0,11125
0,115
0,10375
0,10375
0,1075
0,11125
0,0975
0,09375
0,08625
0,10625
0,10625
0,11625
0,10875
0,08875
0,1075
0,1
0,09625
0,10875
0,1075
0,10875
0,1075
0,10375
0,1125
0,09125
0,11125
0,115
0,1125
0,1125
0,10375
0,11125
0,11125
0,10875
0,1075
0,11
0,135
0,11
0,115
0,115
0,11375
0,115
0,10375
0,1125
0,1
0,11625
0,11875
0,11625
0,11625
0,12625
0,11125
0,13375
0,1275
0,1175
0,11625
0,1175
0,1175
0,11375
0,11875
0,12375
0,14
0,11875
0,12125
0,12
0,11
0,12375
0,1
0,12
0,12125
0,1225
0,12375
0,1175
0,1125
0,14
0,12125
0,1225
0,1225
0,12375
0,125
0,15125
0,12375
0,09875
0,12375
0,12375
0,125
0,13375
0,14625
0,15
0,1225
0,12125
0,125
0,12875
0,1275
0,135
0,13125
0,12125
0,12625
0,125
0,1275
0,12625
0,12625
0,1275
0,13375
0,12625
0,115
0,125
0,1125
0,1225
0,13
0,1275
0,12625
0,12625
0,14125
0,13375
0,14
0,14
0,12875
0,12875
0,1225
0,13375
0,1425
0,14
0,13125
0,13125
0,1325
0,1325
0,1275
0,14
0,12375
0,13
0,11375
0,1325
0,1325
0,135
0,13
0,12125
0,14625
0,13375
0,1325
0,14125
0,135
0,12125
0,13375
0,1325
0,135
0,13375
0,13625
0,1275
0,135
0,1325
0,11625
0,14
0,13375
0,13625
0,13625
0,13375
0,15875
0,1425
0,13625
0,13625
0,13875
0,135
0,16125
0,13875
0,125
0,1225
0,1375
0,14125
